Borehole_Name,Source_ID,From_Depth,To_Depth,Depth_Units,From_Depth_mbgs,To_Depth_mbgs,Int_Top_Depth,Int_Bot_Depth,Pri_Material,Sec_Material,Colour,Full_Text,Comment
164,1,53,70,feet,16.15,21.34,16.15,21.34,sand,,,"Grades into a coarse sane typical glacial origin. 70: Abandoned in sand, as above, bad hole conditions.",
165,1,0,15,feet,0,4.57,0,4.57,till,,brown,Till brown weathered silty with pebbles trace coal,
165,1,15,20,feet,4.57,6.1,4.57,6.1,till,clay,brown and grey,"Till brown weathered with grey unweathered clay. Abundant very small gravel angular quartz, granite etc.",
165,1,20,40,feet,6.1,12.19,6.1,12.19,till,,dark grey,"Dark grey firm clay till with few pebbles very silty smooth. 30 - 40: Till dark grey rare very small pebbles, clay silty. Water seeping into hole",
165,1,40,43,feet,12.19,13.11,12.19,13.11,till,,dark grey,"Dark grey very silty till with occasional large pebbles 1"" dia",
165,1,43,50,feet,13.11,15.24,13.11,15.24,shale,lacustrine?,dark grey,Dark grey very silty shale lake type deposit.,
165,1,50,92,feet,15.24,28.04,15.24,28.04,till,,dark grey,Till dark grey silty with common large pebbles,
166,1,0,4,feet,0,1.22,0,1.22,sand,,,Sand fine to coarse grain; dirty quartz,
166,1,4,11,feet,1.22,3.35,1.22,3.35,till,,brown,Brown silty weathered till with angular pebbles,
166,1,11,17,feet,3.35,5.18,3.35,5.18,sand and gravel,,brown,sand from very fine to coarse gravel brown; weathered,
166,1,17,25,feet,5.18,7.62,5.18,7.62,till,,bluish grey,Water table at 17. Bluish grey very sandy till - clay but still weathered,
166,1,25,31,feet,7.62,9.45,7.62,9.45,till,,dark grey,Till. Clay to sandy and silty dark grey with brown cast; slightly weathered with occasional pebbles,
166,1,31,35,feet,9.45,10.67,9.45,10.67,till,,dark grey,"Till dark grey silty with pebbles trace schist, granite etc.",
166,1,35,43,feet,10.67,13.11,10.67,13.11,till,,brown - grey,"Till clay - brown grey, silty and sandy with rare pebbles",
166,1,43,59,feet,13.11,17.98,13.11,17.98,till,,dark grey,"Till dark grey, silty with abd pebbles",
166,1,59,70,feet,17.98,21.34,17.98,21.34,sand,,brown,Sand very fine brown clean sand grades into coarse. Typical glacier.,
166,1,70,74,feet,21.34,22.56,21.34,22.56,till,,greenish grey and brown,Till with shale fragments - greenish grey and brown,
166,1,74,87,feet,22.56,26.52,22.56,26.52,sand,,,Sand very fine grained,
166,1,87,91,feet,26.52,27.74,26.52,27.74,till,,dark grey,Till dark grey very silty and abundant pebbles. Trace of burnt clay.,
166,1,91,100,feet,27.74,30.48,27.74,30.48,sand,,,Sand very fine grain - loose - glacial to 100. 100: TD.,
17,1,0,16,feet,0,4.88,0,4.88,till,,brown,"Till brown weathered, silty with small pebbles of quartz, chert etc.",
17,1,16,36,feet,4.88,10.97,4.88,10.97,till,,grey,"Till grey very silty and sandy, with pebbles and traces of shale fragments",
17,1,36,41,feet,10.97,12.5,10.97,12.5,till,,dark grey,"Till clay dark grey, very silty with abundant coal and trace water",
17,1,41,49.5,feet,12.5,15.09,12.5,15.09,shale,,,shale - probably boulder in till,
17,1,49.5,85,feet,15.09,25.91,15.09,25.91,till,,dark grey,Till dark grey silty and with pebbles of quartzite. Increase in water. 80: Water in hole. 85: TD.,
170,1,0,11,feet,0,3.35,0,3.35,till,,brown,"Brown, pebbly weathered till",
170,1,11,65,feet,3.35,19.81,3.35,19.81,silty till,,dark grey,"Till grey - dark grey, silty with trace pebbles; fairly firm. 30: Increase in pebble content",
170,1,65,93,feet,19.81,28.35,19.81,28.35,till,shale,green and brown,Till with reworked local bedrock shale; green and brown. Silty,
170,1,93,100,feet,28.35,30.48,28.35,30.48,sand,,,"Sand coarse to fine clean, poorly sorted quartz.",
173,1,0,10,feet,0,3.05,0,3.05,till,,brown,Very silty and sandy brown weathered till,
173,1,10,12.5,feet,3.05,3.81,3.05,3.81,sand,,brown,Sand brown very fine grain water wet,
173,1,12.5,22,feet,3.81,6.71,3.81,6.71,till,,dark grey,Till dark grey - grey very silty with pebbles,
173,1,22,36,feet,6.71,10.97,6.71,10.97,clay,shale,bluish grey to greenish grey,Bedrock bluish grey very silty clay with sand grains into very silty shale greenish grey dry. Slightly bentonitic. 36 TD.,
176,1,0,7,feet,0,2.13,0,2.13,till,,brown,Till dark brown weathered clay with pebbles,
176,1,7,10,feet,2.13,3.05,2.13,3.05,clay,,brown,Sandy brown weathered clay. Bedrock.,
176,1,10,44,feet,3.05,13.41,3.05,13.41,shale,silty shale,,Unweathered bedrock; very silty shale dry with sand grains. TD 44.,
179,1,0,7,feet,0,2.13,0,2.13,till,clay,brown and yellow,Till weathered brown and yellow; clay with common pebbles.,
179,1,7,44,feet,2.13,13.41,2.13,13.41,shale,,,Bedrock - very silty weathered shale to 2. 26: Water table??,
182,1,0,10,feet,0,3.05,0,3.05,till,,brown,Till brown clay weathered with common pebbles,
182,1,10,14,feet,3.05,4.27,3.05,4.27,bedrock,siltstone,brown,Bedrock - very silty weathered and sandy clay grades into a brown siltstone very hard dry. Redrill hole.,
182,1,14,18,feet,4.27,5.49,4.27,5.49,clay,siltstone,,"Redrill hole. Bedrock at 10; siltstone at 13 6"" thick; very silty and sandy clay unweathered.",Appears to be an amalgamation of two holes at same location. Depths not quite clear.
185,1,0,4.5,feet,0,1.37,0,1.37,till,,brown,Till brown weathered very silty,
185,1,4.5,19,feet,1.37,5.79,1.37,5.79,shale,silty shale,grey to olive grey,"Bedrock - shale grey to olive grey; very silty, slightly weathered. Shale grey firm silty.",
186,1,0,5,feet,0,1.52,0,1.52,fill,,,Fill material,
186,1,5,6,feet,1.52,1.83,1.52,1.83,till,,brown,"Till brown, silty with sand fine grain weathered brown",
186,1,6,7,feet,1.83,2.13,1.83,2.13,sand,,,"Sand, very fine - fine grain, uniform size",
186,1,7,13,feet,2.13,3.96,2.13,3.96,shale,,bluish grey,"Bedrock - bluish grey, silty shale, not weathered",
187,1,0,1,feet,0,0.3,0,0.3,till,,grey to light grey,"Till grey to light grey, dry.",
187,1,1,5,feet,0.3,1.52,0.3,1.52,sand,,brown,"Sand brn. weathered, with black specks (pocket) loose",
187,1,5,7,feet,1.52,2.13,1.52,2.13,till,,dark grey,"Till dark grey, silty, wet",
187,1,7,9,feet,2.13,2.74,2.13,2.74,clay,,grey brown,Grey weathered brown clay - Bedrock,
187,1,9,13,feet,2.74,3.96,2.74,3.96,shale,,green grey,"Green grey, silty shale - Bedrock",
188,1,0,2,feet,0,0.61,0,0.61,till,,brown,Brown till,
188,1,2,6,feet,0.61,1.83,0.61,1.83,sandstone,,brown,Brown clayey SS,
188,1,6,9,feet,1.83,2.74,1.83,2.74,sandstone,,"grey, light bluish",Grey sandstone light bluish,
188,1,9,13,feet,2.74,3.96,2.74,3.96,shale,,grey,Hard grey shale. 12 - 13: A little softer grey shale,
189,1,0,4,feet,0,1.22,0,1.22,till,,brown,"Brown till, very dry",
189,1,4,13,feet,1.22,3.96,1.22,3.96,shale,,brown to dark brown,"Brown to dark brown shale, dry. A small stringer of clayey sandstone at 9 about 5 feet thick",
190,1,0,7.5,feet,0,2.29,0,2.29,till,,brown,"Till, brown, very sandy, weathered with abundant pebbles",
190,1,7.5,8,feet,2.29,2.44,2.29,2.44,sandstone,,,"Bedrock - (Edmonton?? Frm. SS) weathered 1 very sandy clay, silty, with abundant black pebbles",See log for Shelby blow counts
2,1,0,7,feet,0,2.13,0,2.13,till,gypsum,brown,Brown till with abundant gypsum,
2,1,7,12,feet,2.13,3.66,2.13,3.66,till,,,"Till less weathered trc. 0.5"" pebbles",
2,1,12,19,feet,3.66,5.79,3.66,5.79,bedrock,,grey,"Bedrock grey to bluish grey, silty, dry",
20,1,0,18,feet,0,5.49,0,5.49,till,,brown,Till brown weathered very silty and sandy with occasional pebbles,
20,1,18,25,feet,5.49,7.62,5.49,7.62,till,,grey,Till slightly weathered grey with abundant pebbles,
20,1,25,80,feet,7.62,24.38,7.62,24.38,till,,dark grey -grey,"Till dark grey - grey very silty. 40?: Increase in moisture content; Till dark grey very silty with very small pebbles; chert, limestone etc.",
20,1,80,81,feet,24.38,24.69,24.38,24.69,coal,,,Water at 80. Coal layer,
20,1,81,85,feet,24.69,25.91,24.69,25.91,till,,,,
22,1,0,15,feet,0,4.57,0,4.57,till,,brown,Till brown weathered very sandy and silty,
22,1,15,35,feet,4.57,10.67,4.57,10.67,till,,grey brown,"Till slightly weathered, grey with brown patches; minor pebbles",
22,1,35,42,feet,10.67,12.8,10.67,12.8,till,,grey - dark grey,Till grey - dark grey silty with rare pebbles,
22,1,42,61,feet,12.8,18.59,12.8,18.59,silty till,,dark grey,Till dark grey silty,
22,1,61,63,feet,18.59,19.2,18.59,19.2,sand,,,Water table - appears to be present in 2 sand bed similar to Sask. sands.,
22,1,63,70,feet,19.2,21.34,19.2,21.34,shale,,brown and light yellow,Bedrock - shale weathered brown and light yellow. 70: TD.,
24,1,0,10,feet,0,3.05,0,3.05,till,,brown yellow,Till brown yellow silty clay with very small pebbles weathered.,
24,1,10,20,feet,3.05,6.1,3.05,6.1,till,,brown,"Till very stony, clay brown weathered",
24,1,20,40,feet,6.1,12.19,6.1,12.19,till,,dark grey,Till dark grey very silty with few pebbles,
24,1,40,43,feet,12.19,13.11,12.19,13.11,stony till,,,Layer of very stony till,
24,1,43,55,feet,13.11,16.76,13.11,16.76,shale,,grey to greenish grey,Bedrock grey shale very silty (upper 1 is sl. weathered in veins - due to fractures). 55: TD Shale changes to greenish grey,
26,1,0,12,feet,0,3.66,0,3.66,till,,,Till very sandy and silty,
26,1,12,41,feet,3.66,12.5,3.66,12.5,till,,brown,Till brown cast grey clay with bedrock shale fragments. Minor pebbles. Till very silty - smooth grey v.r. pebbles,
26,1,41,49,feet,12.5,14.94,12.5,14.94,shale,,greenish grey,Bedrock shale greenish grey silty. 49: TD.,
29,1,0,16,feet,0,4.88,0,4.88,till,,brown,Till brown sandy and silty,
29,1,16,40,feet,4.88,12.19,4.88,12.19,till,,grey,Till grey very silty and slightly sandy with common fragments of shale and pebbles of granite,
29,1,40,52,feet,12.19,15.85,12.19,15.85,till,,dark grey,Till dark grey very silty and sandy with fragments of bedrock shale and limestone pebbles,
29,1,52,60,feet,15.85,18.29,15.85,18.29,shale,,grey,Bedrock - grey very silty shale - clay. Sandy in parts. 60: TD.,
3,1,0,4,feet,0,1.22,0,1.22,till,,brown,Brown weathered till. Weathering resembles honeycomb. Trace gyp. and large pebbles at 9,
3,1,4,11,feet,1.22,3.35,1.22,3.35,till,,,Increase in sand content with depth (of Till) changes at 11 to,
3,1,11,17,feet,3.35,5.18,3.35,5.18,till,,grey,"Grey till, sandy with clay, pebbles grey and bluish grey.",
3,1,17,18,feet,5.18,5.49,5.18,5.49,sand,,,"Sand, fine - coarse grain glacial (water table)",
3,1,18,21,feet,5.49,6.4,5.49,6.4,till,,grey,"Till grey, silty with pebbles",
3,1,21,21.1,feet,6.4,6.43,6.4,6.43,boulders,,,Boulders,
32,1,0,10,feet,0,3.05,0,3.05,till,,brown,Very sandy brown weathered till occasional pebbles,
32,1,10,25,feet,3.05,7.62,3.05,7.62,till,,dark grey,Unweathered till dark grey very silty with occasional pebbles,
CL99-2,36,46.3,49.3,metres,48.15,49.35,48.1,49.3,mudstone,,,"interbedded silt and clay, significant silt, calc. blebs","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
CL99-2,36,49.3,52.4,metres,49.3,49.57,49.3,49.57,siltstone,,dark grey,"int. silt, clay, fine sd, dk grey","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
CL99-2,36,49.3,52.4,metres,49.57,50.42,49.57,50.42,siltstone,,,"int. silt, clay, to thick 3-4 cm beds; fine sand, some carbonaceous partings, some thin tan silt layers; @ 94 cm fracture with 1 cm offset","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
CL99-2,36,49.3,52.4,metres,50.42,50.52,50.42,50.52,siltstone,silt,,"10 cm bed of light grey silt, numerous carbonaceous partings, fractures with 1 cm offset","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
CL99-2,36,49.3,52.4,metres,50.52,50.97,50.52,50.97,siltstone,,dark grey,"interbedded silt, clay, some fractures, dk grey","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
CL99-2,36,49.3,52.4,metres,50.97,51,50.97,51,siltstone,,,5 cm bed of massive siltstone,"Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
CL99-2,36,49.3,52.4,metres,51,51.1,51,51.1,siltstone,,,"interbedded clay, silt","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
CL99-2,36,49.3,52.4,metres,51.1,51.13,51.1,51.13,siltstone,,,siltst interbedded with carbonaceous layers,"Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
CL99-2,36,49.3,52.4,metres,51.13,51.26,51.13,51.26,siltstone,,,"interbedded silt, clay, tan partings, carbonaceous partings, vertical fractures (1 cm offset), light grey silt partings","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
CL99-2,36,49.3,52.4,metres,51.26,51.38,51.26,51.38,sandstone,,,12 cm thick bed calc. sdst lithified,"Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
CL99-2,36,49.3,52.4,metres,51.38,51.51,51.38,51.51,siltstone,,dark grey,"int. clay/silt, dark grey, fractures, high angle","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
CL99-2,36,49.3,52.4,metres,51.51,51.58,51.51,51.58,nodule,,,nodule,"Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
CL99-2,36,49.3,52.4,metres,51.58,51.64,51.58,51.64,sandstone,,dark grey,"ss bed, highly calc. med grained, dk grey lithified","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
CL99-2,36,49.3,52.4,metres,51.64,51.9,51.64,51.9,siltstone,,dark grey,"int. silt and clay, dk grey, some tan silt banding, carbonaceous partings; silt/clay layers very distinct","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
CL99-2,36,49.3,52.4,metres,51.9,51.93,51.9,51.93,sandstone,,,"med gr ss, 50% qtz, 50% rock frag.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
CL99-2,36,49.3,52.4,metres,51.93,52.25,51.93,52.4,siltstone,,dark grey and light grey,"interbedded silt/clay, dk grey clay, light grey silt[T.D. = 172 (52.4 m)]- finishing coring - 12:00 pm- logger on site","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
HL93-10,4,0,0.76,metres,0,0.76,0,0.15,fill,,,"Gravelly clay, road base.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
HL93-10,4,0,0.76,metres,0,0.76,0.15,0.22,silt,,light brown,Light brown.,"Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
HL93-10,4,0,0.76,metres,0,0.76,0.22,0.27,organics,,black,"Black, wood.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
HL93-10,4,0,0.76,metres,0,0.76,0.27,0.32,silt,,light brown,"Light brown, Ae horizon.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
HL93-10,4,0,0.76,metres,0,0.76,0.32,0.52,clay,,brown,"Brown, oxidized, noncalcareous, B soil horizon.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
HL93-10,4,0,0.76,metres,0,0.76,0.52,0.76,till,,brown and olive grey,"Clayey, mottled brown and olive grey, calcareous, white calcareous deposits, minor pebbles.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
HL93-10,4,0.76,2.29,metres,0.76,2.29,0.76,1.58,till,,dark grey brown and olive brown,"Dark grey brown, clayey, moderately strong calcareous, olive brown mottling, oxidized, white calcareous deposits, igneous, quartzite, ironstone, soft sandstone clasts, minor pink shale clasts, massive, friable.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
HL93-10,4,0.76,2.29,metres,0.76,2.29,1.58,2.11,till,,,"Same as before, less calcareous, stiff, plastic.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
HL93-10,4,2.29,3.81,metres,2.29,3.81,2.11,3.64,till,,,"Same as before, slightly calcareous, soft orange and red shale clasts, soft tan calcareous clasts (marl?). igneous, quartzite pebbles, minor carbonate clasts, moderately stony.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
HL93-10,4,3.81,5.33,metres,3.81,5.33,3.64,4.54,till,,,"Same as before, open high angle fracture with iron oxidation, slightly calcareous, pebbles as above, black shale clasts.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
P00-7,6,80.6,82.5,metres,82.42,82.5,82.42,82.5,clay,,very dark grey,"Same as above, very dark grey, stiff and hard, waxy, massive.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
P00-7,6,82.5,84.8,metres,82.5,84.8,82.5,84.8,clay,,very dark grey,"Very dark grey, minor light grey silt and very fine grained sand horizontal beds, massive, no granules or pebbles, faint sulphur smell.","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
P00-7,6,84.8,87.1,metres,84.8,87.1,84.8,87.1,silt,,dark grey,"Dark grey, clayey, abundant silt and fine grained sand horizontally bedded laminae, undeformed, slight sulphur smell, no pebbles or granules, occasional black fragment, slightly calcareous becoming more calcareous with depth. Under microscope sand grains L Server\90\Tools\binn;C:\ProgramILINK","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
P00-7,6,87.1,88.8,metres,87.1,88.8,87.1,88.8,clay and silt,,dark grey,"Dark grey with light grey interbedded and laminated, mildly contorted sub horizontal bedding, occasional fracture with minor offset, stiff and hard, mottled (slightly bioturbated?) in appearance, moderately calcareous, minor fine grained sand laminae in uL Server\90\Tools\binn;C:\ProgramI","Int_top_depth and Int_bot_depth were corrected based on the amount of material recovered. Interval depth corrections were done by L. Andriashek, 2013."
